YEAR,Team,DATE,LOCATION,OPPONENT,RESULT,TEAMSCORE,OPPSCORE,RECORD,WAB,ADJO,ADJD,OPPP,OEFG%,OTO%,OOR%,OFTR,DPPP,DEFG%,DTO%,DOR%,DFTR
2020,Utah,Thu 1-02,H,Oregon St.,W,81,69,10-3,0.7,113,94,115.4,50.9,15.7,30.3,50.9,98.3,41,11.4,29.5,28.4
2020,Utah,Sat 1-04,H,Oregon,L,64,69,10-4,0.2,104,95.6,100.5,43.2,11,31.7,33.9,108.3,50,15.7,36.1,6.1
2020,Utah,Sun 1-12,A,Colorado,L,52,91,10-5,-0.2,93.3,129.2,81.6,40.7,20.4,26.3,22.2,142.9,64.8,14.1,50,18.8
2020,Utah,Thu 1-16,A,Arizona,L,77,93,10-6,-0.4,116.3,118.6,105.4,52.6,17.8,25.7,38.6,127.3,58.7,15.1,34.3,20.3
2020,Utah,Sat 1-18,A,Arizona St.,L,64,83,10-7,-0.8,102.5,109.4,90.7,44.6,25.5,38.9,35.7,117.7,61.2,18.4,25,31
2020,Utah,Thu 1-23,H,Washington,W,67,66,11-7,-0.5,110,101.3,103.2,36.4,15.4,42.9,54.2,101.7,61.1,26.2,20,31.1
2020,Utah,Sat 1-25,H,Washington St.,W,76,64,12-7,-0.3,115.8,101,114.8,67.4,21.1,15.8,41.3,96.7,55.4,19.6,15.6,8.9
2020,Utah,Thu 1-30,A,USC,L,52,56,12-8,-0.7,97.7,84.2,83.4,38.2,22.4,32.4,27.3,89.8,41.2,17.6,27.3,31.4
2020,Utah,Sun 2-02,A,UCLA,L,57,73,12-9,-1.2,93.6,102.4,87.8,47.3,23.1,23.5,8.9,112.5,54.9,15.4,23.3,43.1
2020,Utah,Thu 2-06,H,Stanford,W,64,56,13-9,-0.8,97,75.9,87.2,42.1,24.5,33.3,40.4,76.3,40,27.2,31,6.2
2020,Utah,Thu 2-13,A,Oregon St.,L,51,70,14-10,-1.2,83.7,102.4,81.8,42.2,22.4,28.2,31.4,112.2,54.9,16,17.9,29.4
2020,Utah,Sun 2-16,A,Oregon,L,62,80,14-11,-1.4,109.9,113.1,102.6,50,21.5,33.3,30,132.4,69.2,14.9,21.7,19.2
2020,Utah,Thu 2-20,H,UCLA,L,58,69,14-12,-2.1,88.2,102.5,88.9,46.9,24.5,26.7,41.7,105.7,56.3,29.1,40.7,39.6
2020,Utah,Sat 2-08,H,California,W,60,45,14-9,-0.7,94.8,72.2,93.8,50,14.1,9.7,18.9,70.4,35,26.6,25,26
2020,Utah,Sun 2-23,H,USC,W,79,65,15-12,-1.8,122.3,94.3,112.9,57.1,15.7,27.8,42.9,92.9,49.2,21.4,26.2,26.7
2020,Utah,Wed 2-26,A,Stanford,L,62,70,15-13,-2.2,102.9,105,93.2,52.9,25.6,15.4,19.6,105.2,55.3,13.5,18.8,15.8
2020,Utah,Sat 2-29,A,California,L,79,86,15-14,-2.9,118.7,119.8,112.3,56,18.5,34.4,32.8,122.2,45.5,11.4,45,50
2020,Utah,Sat 3-07,H,Colorado,W,74,72,16-14,-2.5,104.3,93.9,99.5,46,14.8,20.5,30.2,96.8,49.2,13.4,15.8,18.8
2020,Utah,Wed 3-11,N,Oregon St.,L,69,71,16-15,-3.1,115.6,105.8,112.8,59.8,27.8,46.4,25.5,116.1,61.2,16.4,20,30.6
2021,Utah,Thu 12-03,H,Washington,W,76,62,1-0,0.1,106.8,92.4,109.2,49.2,15.8,38.5,32.8,89,39.4,18.7,39.6,12.7
2021,Utah,Tue 12-08,H,Idaho St.,W,75,59,2-0,0.2,116.6,99.3,115.1,59.1,10.7,14.3,25.5,90.6,41.2,29.2,45.9,24.6
2021,Utah,Sat 12-12,A,BYU,L,64,82,2-1,-0.1,101.4,102.2,90.5,43.2,12.7,23.4,18.2,116,63.4,25.5,32,21.4
2021,Utah,Tue 12-15,H,Utah Valley,W,75,67,3-1,0,102.5,96.1,105.2,50.8,11.2,17.6,35.6,94,56.1,28.1,20.7,36.7
2021,Utah,Fri 12-18,H,Idaho,W,79,41,4-1,0,97.9,68.4,111.4,44.6,16.9,40,35.4,57.8,31.6,31,28.6,10.5
2021,Utah,Thu 12-31,A,UCLA,L,70,72,4-2,-0.3,123.3,102.9,114.4,58.7,16.3,22.2,23.1,117.7,55.4,14.7,34.4,25
2021,Utah,Sat 1-02,A,USC,L,46,64,4-3,-0.5,87.3,87.6,73.4,30.3,14.4,28.9,19.7,102.1,59.6,23.9,26.1,29.8
2021,Utah,Sat 1-09,H,Oregon,L,73,79,4-4,-1,113.5,99.8,106.3,61.5,26.2,26.9,23.1,115.1,53.2,10.2,21.6,25.8
2021,Utah,Mon 1-11,H,Colorado,L,58,65,4-5,-1.4,97.7,83.3,86.2,48.3,13.4,10.5,19,96.6,39.2,14.9,35.7,40
2021,Utah,Thu 1-14,H,Stanford,W,79,65,5-5,-1,120.4,91.5,111.7,52.9,19.8,28.6,58.8,91.9,44.8,19.8,17.1,62.5
2021,Utah,Sat 1-16,H,California,L,63,72,5-6,-1.9,100.6,102,94.3,47.1,25.4,26.7,31.4,107.8,54.7,18,25,35.8
2021,Utah,Thu 1-21,A,Washington St.,W,71,56,6-6,-1.4,123.5,82.7,108.4,60.8,24.4,26.1,17.6,85.5,44.3,22.9,23.5,22.6
2021,Utah,Sun 1-24,A,Washington,L,79,83,6-7,-2.1,115.2,112.3,110.4,56.6,22.4,34.5,19.7,116,61.4,16.8,29,38.6
2021,Utah,Sat 1-30,A,Colorado,W,77,74,7-7,-1.3,125.3,100.5,115.9,58.7,16.6,18.5,36.5,111.4,56.6,15.1,23.5,9.8
2021,Utah,Thu 2-04,H,Arizona,W,73,58,8-7,-0.8,120.3,85.8,116.7,58.5,17.6,29.6,26.4,92.7,38.9,19.2,35.1,37
2021,Utah,Thu 2-11,A,California,W,76,75,9-7,-0.5,124.1,112.7,118.8,58.5,14.1,19.2,57.4,117.2,59.3,21.9,38.5,24.1
2021,Utah,Sat 2-13,A,Stanford,L,66,73,9-8,-1,101.7,99.4,92.4,48.1,22.4,17.6,33.3,102.2,61.4,21,20,15.8
2021,Utah,Thu 2-18,A,Oregon St.,L,56,74,9-9,-1.4,89,92.7,79.9,41.3,28.5,22.6,25,105.5,47.5,17.1,35.3,27.9
2021,Utah,Sat 2-20,A,Oregon,L,64,67,9-10,-1.7,108.5,92.3,101.7,50,22.3,27.6,31.4,106.5,56.7,17.5,25.9,21.2
2021,Utah,Thu 2-25,H,UCLA,L,61,76,9-11,-2.2,103.8,107.9,97.7,52.6,14.4,15.6,0,121.7,65.2,16,19.2,7.1
2021,Utah,Sat 2-27,H,USC,W,71,61,10-11,-1.5,117.3,85.4,107.4,56.3,22.7,23.3,16.1,92.2,39,19.7,43.9,35.6
2021,Utah,Wed 3-03,H,Oregon St.,L,70,75,10-12,-2.1,117.2,107.3,109.9,63,23.5,14.3,28.3,117.7,61.8,23.5,41.4,20
2021,Utah,Sat 3-06,H,Arizona St.,W,98,59,11-12,-1.9,128,83,132.2,65.2,13.5,25.9,18.2,79.6,39.8,16.2,22.7,25
2021,Utah,Wed 3-10,N,Washington,W,98,95,12-12,-1.7,129.7,112.9,122.5,73.6,20,8,50.9,118.8,60.7,17.5,28.6,18.6
2021,Utah,Thu 3-11,N,USC,L,85,91,12-13,-2,117.6,99,103.8,46.9,14.7,19.5,46.9,111.1,53.4,13.4,16.2,67.2
2022,Utah,Tue 11-09,H,Abilene Christian,W,70,56,1-0,0.2,101,79.8,100,44.4,28.6,51.2,37.1,80,42.1,17.1,19.5,29.8
2022,Utah,Sat 11-13,H,Sacramento St.,W,89,56,2-0,0.2,108.8,88.5,121.7,50.8,19.1,46.3,58.1,76.6,34.4,10.9,15.2,23.4
2022,Utah,Mon 11-15,H,Bethune Cookman,W,86,55,3-0,0.2,116.1,93.2,128.4,58,19.4,43.3,42.9,82.1,36.3,14.9,28.3,25.8
2022,Utah,Sat 11-20,N,Boston College,W,68,61,4-0,0.5,104.4,91.3,102,51.9,16.5,13.8,24.1,91.5,48.1,21,22.6,28.8
2022,Utah,Sun 11-21,N,Tulsa,W,72,58,5-0,0.7,109.8,91.2,112.1,50,15.6,40.5,19,90.3,43.3,12.5,18.9,13.3
2022,Utah,Sat 11-27,H,BYU,L,64,75,5-1,-0.1,106.4,107,99,47.4,13.9,18.2,21.1,116.1,47,10.8,45,27.3
2022,Utah,Wed 12-01,A,USC,L,73,93,5-2,-0.5,109.8,118.8,101,44.9,8.3,22.2,20.3,128.7,57.2,11.1,42.1,36.2
2022,Utah,Sun 12-05,H,California,W,66,58,6-2,-0.3,102.7,94.8,101.3,45,10.7,22.5,25,89,43.9,15.3,21.1,22.8
2022,Utah,Wed 12-08,N,TCU,L,62,76,6-3,-0.7,101.9,101.3,89.5,36.6,11.6,15.8,44.6,109.7,48.5,8.7,28.9,20.9
2022,Utah,Sat 12-11,H,Manhattan,W,96,62,7-3,-0.7,128.9,102.5,143.4,66.7,14.9,40.7,30,92.6,37.1,9,27.5,48.3
2022,Utah,Sat 12-18,A,Missouri,L,75,83,7-4,-1.4,113.8,114.2,107.3,50.9,17.2,26.5,36.8,118.8,47,8.6,40,43.9
2022,Utah,Tue 12-21,H,Fresno St.,W,55,50,8-4,-1.1,102,88.6,96.5,46.1,15.8,27.8,27.5,87.7,39.5,19.3,35.9,12.3
2022,Utah,Thu 12-30,A,Oregon St.,L,76,88,8-5,-1.9,99.9,115.8,104.8,53.4,27.6,35.1,32.8,121.4,60.7,11,25,34.4
2022,Utah,Sat 1-01,A,Oregon,L,66,79,8-6,-2.3,106.3,102.2,96.5,46.5,21.9,28.6,24.6,115.6,64.8,17.6,20,31.5
2022,Utah,Thu 1-06,H,Washington,L,68,74,8-7,-3.2,105.8,105.2,100.1,53.5,28,39.4,19.3,108.9,52.5,8.8,16.2,23
2022,Utah,Sat 1-08,H,Washington St.,L,61,77,8-8,-3.8,101.2,109.2,91.4,40.2,19.5,25,47.1,115.4,55.2,19.5,33.3,29.3
2022,Utah,Sat 1-15,A,Arizona,L,64,82,8-9,-3.9,102.8,91.2,87.5,46.4,27.3,33.3,21.4,112.1,53.1,21.9,39.4,24.6
2022,Utah,Mon 1-17,A,Arizona St.,L,62,64,8-10,-4.4,108,98,95.2,39.5,21.5,38.5,35.1,98.3,46.9,12.3,31.8,18.5
2022,Utah,Thu 1-20,H,UCLA,L,58,63,8-11,-4.8,112.4,97.4,101.4,48,19.2,28.1,28.6,110.1,43.6,12.2,33.3,61.7
2022,Utah,Sat 1-22,H,USC,L,67,79,8-12,-5.5,102.7,110.6,98.1,43.4,14.6,23.1,24.6,115.6,58.8,19,35.3,35.1
2022,Utah,Wed 1-26,A,Washington St.,L,54,71,8-13,-5.8,94.4,100.5,82.9,46.7,29.2,22.2,30.4,109,43.1,15.4,43.9,24.6
2022,Utah,Sat 1-29,A,Washington,L,73,77,8-14,-6.4,95.3,91.2,89.9,44.8,24.6,31.6,23.9,94.8,49.2,19.7,25,45.8
2022,Utah,Thu 2-03,H,Oregon St.,W,84,59,9-14,-6.4,117.8,96.2,132.4,57.9,7.9,32.4,20.6,93,47.3,18.9,24.3,17.9
2022,Utah,Sat 2-05,H,Oregon,L,77,80,9-15,-7.1,105.1,106.6,105.7,47.7,15.1,31,35.4,109.8,53.8,17.8,32.4,15.2
2022,Utah,Sat 2-12,A,Colorado,L,76,81,9-16,-7.6,122.4,109.2,110.3,50,10.2,30.2,28.8,117.6,58.2,20.3,30.8,59.2
2022,Utah,Thu 2-17,A,Stanford,W,60,56,10-16,-7.2,102.3,94.5,100.5,45.5,13.4,28.6,27.3,93.8,43.1,18.4,35,15.5
2022,Utah,Sat 2-19,A,California,W,60,58,11-16,-6.8,100,85.8,90.9,41.8,18.2,20,30.9,87.8,42.4,21.2,20,45.7
2022,Utah,Sat 2-26,H,Arizona St.,L,61,63,11-17,-8,104.9,105.3,97.3,50,11.2,9.4,25,100.5,54.7,17.5,19.4,20.8
2022,Utah,Thu 2-24,H,Arizona,L,77,97,11-17,-7.2,98.3,101.6,91.6,47,17.8,17.8,31.3,115.4,60.6,19,25.7,18.3
2022,Utah,Sat 3-05,H,Colorado,L,71,84,11-18,-8.7,105.7,128.9,106.3,51.9,13.5,20,40.7,125.8,62.7,13.5,25.8,25.4
2022,Utah,Wed 3-09,N,Washington,L,70,82,11-19,-9.4,116.6,125.1,110.4,53.6,25.2,43.3,19.6,129.3,54,7.9,38.2,25.4
2018,Washington,Fri 11-10,H,Belmont,W,86,82,1-0,0.2,108.1,102.3,111.1,57.7,19.4,25,69.2,105.9,56.9,20.7,26.5,18.5
2018,Washington,Sun 11-12,H,Eastern Washington,W,79,69,2-0,0.3,109.4,96.5,110.9,46.6,14,37.1,58.6,96.9,47.3,14,20.6,50.9
2018,Washington,Thu 11-16,N,Providence,L,70,77,2-1,-0.2,103.4,101.3,95.4,46.7,25.9,36.4,36.1,104.9,59.2,25.9,29,57.1
2018,Washington,Fri 11-17,N,Virginia Tech,L,79,103,2-2,-0.7,98.8,115.7,95.9,46.1,18.2,34.8,54.7,125.1,75,26.7,19,72
2018,Washington,Fri 11-24,H,Seattle,W,89,84,3-2,-0.6,119.2,116.1,120.9,55.2,14.9,27.6,51.7,114.1,58.6,24.5,41.2,36.2
2018,Washington,Sun 11-26,H,UC Davis,W,77,70,4-2,-0.5,118.2,110.1,116.8,51.9,22.8,51.6,50,106.2,50,16.7,29.4,38.2
2018,Washington,Tue 11-28,H,Kennesaw St.,W,85,71,5-2,-0.5,107.1,101.4,114.8,56,24.3,53.6,44.8,95.9,54.3,25.7,24.2,20.7
2018,Washington,Sun 12-03,H,Nebraska Omaha,W,86,73,6-2,-0.4,100.5,102.6,114.6,55.8,14.7,20.6,40,97.3,47.8,20,34.1,17.6
2018,Washington,Wed 12-06,A,Kansas,W,74,65,7-2,0.4,114.6,79.5,105.8,55.8,17.2,27.8,25,92.9,49.2,18.6,22.9,12.9
2018,Washington,Sun 12-10,H,Gonzaga,L,70,97,7-3,-0.1,108.9,121.1,98.3,53.6,16.9,18.2,34.5,136.3,58.5,11.2,38.2,40
2018,Washington,Sun 12-17,H,Loyola Marymount,W,80,78,8-3,0,100,105.4,108.9,51.8,15,28.9,64.3,106.1,53.4,21.8,35.1,42.4
2018,Washington,Tue 12-19,H,Bethune Cookman,W,106,55,9-3,0,117.6,91.7,139.7,73.9,14.5,31,19.4,72.5,32.8,31.6,42.2,25
2018,Washington,Fri 12-22,H,Montana,W,66,63,10-3,0.2,98.1,86.1,92.4,48,25.2,22.2,41.2,88.2,44,28,48.8,9
2018,Washington,Fri 12-29,A,USC,W,88,81,11-3,0.9,132.7,104.6,124.6,74.5,22.7,25,20,114.7,50.8,12.7,35.3,33.9
2018,Washington,Sun 12-31,A,UCLA,L,53,74,11-4,0.5,91.7,88.6,77.5,29.4,17.5,39.2,26.5,108.2,48,21.9,40,58.8
2018,Washington,Sat 1-06,A,Washington St.,W,70,65,12-4,0.7,90,88.1,96.1,54.5,23.3,14.8,25.5,89.2,46.5,31.6,44.7,29.8
2018,Washington,Thu 1-11,H,California,W,66,56,13-4,0.7,95.5,91,97,60.2,29.4,21.7,43.2,82.3,47.1,26.5,30.3,32.7
2018,Washington,Sat 1-13,H,Stanford,L,64,73,13-5,0,89.3,94.9,85,42,13.3,8.1,46.4,96.9,50,23.9,35.9,48.3
2018,Washington,Thu 1-18,A,Utah,L,62,70,13-6,-0.4,98,97.3,92,40,17.8,39.5,27.7,103.9,43.8,20.8,46.2,53.6
2018,Washington,Sat 1-20,A,Colorado,W,72,62,14-6,0,115.9,94.3,109.8,49.2,18.3,42.1,33.9,94.6,40,9.2,26.1,24.6
2018,Washington,Sun 1-28,H,Washington St.,W,80,62,15-6,0.1,107.2,91,116.5,63.4,16,23.1,26.8,90.3,47.4,21.8,25,19.3
2018,Washington,Thu 2-01,H,Arizona St.,W,68,64,16-6,0.4,99.4,82.7,97.4,43.4,18.6,33.3,29.5,91.7,49.1,21.5,24.2,31.5
2018,Washington,Sat 2-03,H,Arizona,W,78,75,17-6,0.7,121.4,100,116.7,54,13.5,37.5,25.4,112.2,51.6,17.9,45.5,24.2
2018,Washington,Thu 2-08,A,Oregon,L,40,65,17-7,0.2,70.7,87.6,61.4,30.6,24.5,25,20.4,99.7,50,16.9,25.8,27.3
2018,Washington,Sat 2-10,A,Oregon St.,L,94,97,17-8,-0.3,115.8,105.9,108.7,56.1,22,28.6,36.4,112.1,61.8,19.7,27,22.2
2018,Washington,Thu 2-15,H,Utah,L,58,70,17-9,-1,98.9,99.1,89.9,48,20.1,18.8,27.5,108.4,50,17,33.3,41.5
2018,Washington,Thu 2-22,A,Stanford,L,78,94,18-10,-1.4,96.6,109,92.4,45.8,17.8,27.3,27.8,111.4,58.8,19,29.7,82.5
2018,Washington,Sat 2-17,H,Colorado,W,82,59,18-9,-0.9,119.4,91.3,119.3,54.8,11.6,31.3,22.2,85.8,43.3,26.2,34.3,13.3
2018,Washington,Sat 2-24,A,California,W,68,51,19-10,-1.2,100,87,102.6,52.1,25.7,28.6,51.1,77,38.5,25.7,29.7,28.8
2018,Washington,Thu 3-01,H,Oregon St.,W,79,77,20-10,-1,131.7,121,127.6,66.7,12.9,19,71.4,124.3,63.7,22.6,40.9,31.4
2018,Washington,Sat 3-03,H,Oregon,L,64,72,20-11,-1.8,95.6,104.9,95.4,43,16.4,25.7,29.8,107.3,50.9,19.4,35.5,25.9
2018,Washington,Wed 3-07,N,Oregon St.,L,66,69,20-12,-2.5,94.6,90,89.9,43.3,15,12.5,30,94,43.8,13.6,22.5,57.1
2018,Washington,Wed 3-14,H,Boise St.,W,77,74,21-12,-2.2,107.5,87.6,97.3,54.4,20.2,20,40.4,93.5,41.5,22.8,35.7,43.1
2018,Washington,Mon 3-19,A,Saint Mary's,L,81,85,21-13,-2.6,127.5,119.1,127.3,62.9,14.1,29.6,20.7,133.5,64.5,18.9,48,29.1
2019,Washington,Tue 11-06,H,Western Kentucky,W,73,55,1-0,0.2,101.6,84.3,104.2,43.8,11.4,31.6,30.8,78.5,42.5,22.8,20.6,30.2
2019,Washington,Fri 11-09,A,Auburn,L,66,88,1-1,0,99.8,107.6,93.6,62.2,25.5,12,37.8,124.8,50,15.6,47.5,32.9
2019,Washington,Mon 11-12,H,San Diego,W,66,63,2-1,0.2,105.5,99.1,102.1,45.5,13.9,33.3,30.4,97.4,52.8,27.8,31,20.8
2019,Washington,Sun 11-18,N,Santa Clara,W,82,68,3-1,0.4,113.5,95.5,112.2,56,19.2,28.6,68,93.1,48.3,20.5,25,36.2
2019,Washington,Tue 11-20,N,Texas A&M,W,71,67,4-1,0.7,109.6,101.8,107.6,37.7,16.7,50,59,101.5,44.7,19.7,43.2,43.9
2019,Washington,Wed 11-21,N,Minnesota,L,66,68,4-2,0.2,106.3,93,97.7,53.3,25.2,32,52.2,100.7,41.8,22.2,43.6,60
2019,Washington,Tue 11-27,H,Eastern Washington,W,83,59,5-2,0.2,108.3,86,114.1,63,23.4,35.5,50,81.1,37.9,20.6,31.3,21.2
2019,Washington,Sun 12-02,H,UC Santa Barbara,W,67,63,6-2,0.3,93.2,90.1,95.5,47,20,20,56,89.8,49.1,24.2,29.7,39.6
2019,Washington,Wed 12-05,A,Gonzaga,L,79,81,6-3,0.3,134,102.1,117.8,55.1,13.4,25,25.4,120.8,49.2,13.4,38.9,30.2
2019,Washington,Sun 12-09,H,Seattle,W,70,62,7-3,0.3,104.9,91.8,101.4,52.7,23.2,36.7,30.9,89.8,40,15.9,25.6,31.7
2019,Washington,Sat 12-15,N,Virginia Tech,L,61,73,7-4,0.1,100,100.8,93.4,45,23,39.5,23.3,111.8,50,18.4,34.3,37.5
2019,Washington,Fri 12-21,H,Sacramento St.,W,57,41,8-4,0.1,79.6,75.7,88.3,46.9,23.2,26.7,35.4,63.5,29.3,32.5,29.4,41.3
2019,Washington,Tue 1-01,H,Cal St. Fullerton,W,84,76,9-4,0.2,109.7,115.5,114,51.5,13.6,32.4,30.3,103.1,46,20.3,36.8,37.1
2019,Washington,Sat 1-05,H,Washington St.,W,85,67,10-4,0.3,116.7,102.6,127.1,67,16.4,20.8,34,100.2,58.2,25.4,18.5,22.4
2019,Washington,Thu 1-10,A,Utah,W,69,53,11-4,0.7,103.8,74.8,107.4,48.5,12.5,32.5,12.3,82.5,38.3,24.9,40.5,20
2019,Washington,Sat 1-12,A,Colorado,W,77,70,12-4,1.3,125.9,96.2,112.5,64.3,23.4,23.1,42.9,102.3,50,17.5,26.5,42.6
2019,Washington,Thu 1-17,H,Stanford,W,80,64,13-4,1.4,128.8,102.4,123.6,56.9,9.3,31.3,36.2,98.9,51,27.8,42.9,40
2019,Washington,Sat 1-19,H,California,W,71,52,14-4,1.5,90.7,81.8,101.3,55.3,25.7,31,59.6,74.2,31.4,18.5,27.9,39
2019,Washington,Thu 1-24,A,Oregon,W,61,56,15-4,2.2,114.8,83.3,98.4,65,30.7,16.7,27.5,90.4,53.3,30.7,28,26.7
2019,Washington,Sat 1-26,A,Oregon St.,W,79,69,16-4,2.7,126.6,92.6,120.4,65.6,18.3,23.1,52.1,105.2,51,22.9,37.5,52
2019,Washington,Wed 1-30,H,USC,W,75,62,17-4,2.9,108.6,85.9,107.5,50.9,27.2,48.6,36.2,88.8,45.4,25.8,30.3,29.6
2019,Washington,Sat 2-02,H,UCLA,W,69,55,18-4,3.1,92.4,74.4,94.3,52.8,21.9,16.7,31.5,75.2,46.3,31.4,25,16.7
2019,Washington,Thu 2-07,A,Arizona,W,67,60,19-4,3.5,108.4,88.9,101.1,58.2,28.7,38.5,28.6,90.5,41.5,30.2,45.7,43.4
2019,Washington,Sat 2-09,A,Arizona St.,L,63,75,19-5,3.1,90.4,95.4,84.8,45.6,22.9,19.5,35.1,101,68.1,32.3,31.8,40.4
2019,Washington,Sat 2-16,A,Washington St.,W,72,70,20-5,3.3,107.4,109.9,113.9,54.1,15.8,35.3,13.1,110.7,58.2,30.1,42.3,28.6
2019,Washington,Wed 2-20,H,Utah,W,62,45,21-5,3.5,90.7,70.6,99.8,43.9,14.5,33.3,24.6,72.4,36,29,31.7,32
2019,Washington,Sat 2-23,H,Colorado,W,64,55,22-5,3.8,110.8,85.7,102.5,49.1,17.6,34.2,24.6,88.1,45.3,30.4,48.3,20.8
2019,Washington,Thu 2-28,A,California,L,73,76,22-6,3,113.3,118.1,115.1,59.1,17.3,27.6,23.6,119.8,63,17.3,30.8,22.2
2019,Washington,Sun 3-03,A,Stanford,W,62,61,23-6,3.4,95.3,86.8,88.3,45.6,19.9,22.9,28.1,86.8,46,27.1,33.3,50
2019,Washington,Wed 3-06,H,Oregon St.,W,81,76,24-6,3.6,118.3,107.7,120.6,64,17.9,30.8,52,113.2,53.6,22.3,39.4,37.5
2019,Washington,Sat 3-09,H,Oregon,L,47,55,24-7,3,79.7,84.8,73.4,36.5,23.4,18.2,35.4,85.8,46.9,25,31.3,34.7
2019,Washington,Thu 3-14,N,USC,W,78,75,25-7,3.3,114.2,96.6,108.5,59.2,18.1,22.2,25,104.3,54.2,23.6,33.3,20
2019,Washington,Fri 3-15,N,Colorado,W,66,61,26-7,3.7,104.6,90.3,98.4,46.2,14.9,21.2,50.9,90.9,37.7,26.8,47.4,49.1
2019,Washington,Sat 3-16,N,Oregon,L,48,68,26-8,3.3,96,103,79.8,38,23.3,29.7,14.8,113.1,60,26.6,35,55
2019,Washington,Fri 3-22,N,Utah St. (8),W,78,61,27-8,3.8,116.9,84.6,112.7,58.8,21.7,25.9,41.2,88.1,41.7,30.3,40.5,37
2019,Washington,Sun 3-24,N,North Carolina (1),L,59,81,27-9,3.6,98.5,101.6,86.4,45.8,17.6,19.5,16.7,118.7,57.9,22,48.4,15.9
2020,Washington,Fri 11-08,N,Baylor,W,67,64,1-0,0.8,98.8,77.9,88.3,51.9,26.4,17.9,32.1,84.3,41.5,22.4,30,18.5
2020,Washington,Tue 11-12,H,Mount St. Mary's,W,56,46,2-0,0.8,80.2,80.7,88.3,46.2,23.7,32.3,26.4,72.5,35.5,22.1,34.2,23.6
2020,Washington,Sat 11-16,N,Tennessee,L,62,75,2-1,0.3,91.3,99.9,86,43.8,23.6,36.6,15.4,104.1,52.8,19.4,18.2,45.3
2020,Washington,Tue 11-19,H,Maine,W,72,53,3-1,0.3,102.9,88.8,107.9,49.2,9,23.7,33.3,79.5,50,30,20.7,7.8
2020,Washington,Fri 11-22,H,Montana,W,73,56,4-1,0.4,95,77.5,96.7,45.2,27.8,30.8,109.5,74.2,41.2,26.5,24.3,22.8
2020,Washington,Sun 11-24,H,San Diego,W,88,69,5-1,0.5,127.4,112.3,127,64,14.4,30.8,42.1,99.6,52.6,18.8,26.5,22.4
2020,Washington,Mon 12-02,H,South Dakota,W,75,55,6-1,0.6,92.8,77,103.7,50.9,16.6,18.8,35.1,76,36.9,13.8,20,20
2020,Washington,Wed 12-04,H,Eastern Washington,W,90,80,7-1,0.7,112.9,99.9,113.5,52.6,18.9,35.5,62.1,100.9,50.7,21.4,37.5,32.8
2020,Washington,Sun 12-08,H,Gonzaga,L,76,83,7-2,0.4,104.8,91.2,97.9,59.1,24.5,7.4,25.5,106.9,52.2,15.5,28.2,20.3
2020,Washington,Tue 12-17,H,Seattle,W,81,59,8-2,0.4,109.6,97.6,120.8,66.7,20.9,20.8,47.9,88,40.2,14.9,28.2,21.3
2020,Washington,Sun 12-22,N,Ball St.,W,85,64,9-2,0.7,131.7,100.8,124.8,66.4,14.7,20.8,27.3,93.9,44.7,22,27.8,26.3
2020,Washington,Mon 12-23,A,Hawaii,W,72,61,10-2,0.9,98.3,82.8,94.5,49,22.3,27.6,55.8,80,34.5,21,35.8,18.9
2020,Washington,Wed 12-25,N,Houston,L,71,75,10-3,0.6,122,100.5,107.1,54.8,22.6,30,32.7,113.1,43.3,10.6,42.1,26.9
2020,Washington,Thu 1-02,H,UCLA,L,64,66,10-4,-0.1,103.7,100.4,102.1,44.6,22.3,40.7,69.6,105.3,47.5,23.9,57.9,24.6
2020,Washington,Sun 1-05,H,USC,W,72,40,11-4,0.2,101.1,59.3,97.4,51.7,24.3,33.3,32.8,54.1,21.5,28.4,43.6,38.5
2020,Washington,Thu 1-09,A,Stanford,L,55,61,11-5,-0.2,95.2,81.4,79.4,41.3,30.3,41,48.1,88,48.2,23.1,23.1,21.1
2020,Washington,Sat 1-11,A,California,L,58,61,11-6,-0.8,87.5,89.9,85,36.1,19.1,32.6,29.5,89.4,44.6,14.7,23.1,6.2
2020,Washington,Thu 1-16,H,Oregon St.,W,64,56,12-6,-0.6,116.7,87.8,112.5,59,14.1,15.4,14,98.4,41.2,15.8,41.2,43.1
2020,Washington,Sat 1-18,H,Oregon,L,61,64,12-7,-1.1,99.2,82.3,92.2,36,19.7,41.5,52.6,96.8,39.6,12.1,41.3,28.4
2020,Washington,Thu 1-23,A,Utah,L,66,67,12-8,-1.7,106.6,96.8,101.7,61.1,26.2,20,31.1,103.2,36.4,15.4,42.9,54.2
2020,Washington,Sat 1-25,A,Colorado,L,62,76,12-9,-2.1,92.1,99.3,85.9,51.8,27.7,22.2,18.2,105.3,50.8,19.4,34.3,21.9
2020,Washington,Thu 1-30,H,Arizona,L,72,75,12-10,-2.5,109.5,95.5,98.5,54.2,23.3,19.4,18.6,102.6,46.8,13.7,28.6,37.1
2020,Washington,Sat 2-01,H,Arizona St.,L,83,87,12-11,-3.2,105.2,104.8,100.4,46,16.9,22,56.5,105.3,52.6,23,29.4,57.9
2020,Washington,Sun 2-09,A,Washington St.,L,67,79,12-12,-3.8,97,101.7,89.1,48.3,22.6,20.5,28.8,105.1,45.8,18.6,34.2,46.7
